session,outer_fold,inner_fold,outer_train_cycle_ids,outer_test_cycle_ids,inner_train_cycle_ids,inner_validation_cycle_ids,inner_train_cycle_count,inner_validation_cycle_count,normalization_fit_cycle_ids,outer_test_inner_train_overlap_count,outer_test_inner_validation_overlap_count,inner_train_validation_overlap_count,inner_train_union_validation_equals_outer_train,inner_validation_excluded_from_normalization_fit,matches_existing_outer_train_cycle_set,training_set_fingerprint_sha256,evaluation_set_fingerprint_sha256,same_training_set_occurrence_count,strict_training_cache_reuse_possible
626,2,4,"0,2,3,4,5,6,7",1,"0,2,3,5,6,7",4,6,1,"0,2,3,5,6,7",0,0,0,True,True,False,b871bd4336bfe27ab886f9aa67ac61499368c2312b5673750f8a511016a06397,41f983d5fe49c654fe3b649bee6a842cd015bc5f9e9a4fbd4ff86d6682ba1880,2,True
626,2,5,"0,2,3,4,5,6,7",1,"0,2,3,4,6,7",5,6,1,"0,2,3,4,6,7",0,0,0,True,True,False,f6d037e8131d0cdec0488b7fa1f4e705440ba0efe5c1d9a3b75bcb0ffe2b4150,232b52d9fd340ae6136b4bf578141e6aa18751c345a475c70b800e8a9224d682,2,True
626,2,6,"0,2,3,4,5,6,7",1,"0,2,3,4,5,7",6,6,1,"0,2,3,4,5,7",0,0,0,True,True,False,3c0825b8641f564b6b993e496063b073af360a6f1202170e655028d66f6ad094,61966736ad724878d8531b14ed4982a049adcefa996048e213083b738720ebef,2,True
626,2,7,"0,2,3,4,5,6,7",1,"0,2,3,4,5,6",7,6,1,"0,2,3,4,5,6",0,0,0,True,True,False,2cad4b9d93e9be4da23434ac31115b1eb79cfa62138d9cf8b718f15b53c449bb,a18c7e515d9b6d7ffe5bb28d3e05202fd928b64aa664d55ac5db9b6b1de6233d,2,True
626,3,1,"0,1,3,4,5,6,7",2,"1,3,4,5,6,7",0,6,1,"1,3,4,5,6,7",0,0,0,True,True,False,923a1c1319251b1aa10652075aaf4fc70da1192dae42268c782e983aa8584d62,c426530dbcbfdb559fdbf095e446b57216d9a985107de170dbd9ad02b5ba41b6,2,True
626,3,2,"0,1,3,4,5,6,7",2,"0,3,4,5,6,7",1,6,1,"0,3,4,5,6,7",0,0,0,True,True,False,7c33d5a8a5974302d507f4cb029a299f69ea01b3768d608ded93b520ff01ddc3,4ab806cae45e1071b37354ca4495b0a09a69f517104e66fee586a4fc4aef0ec1,2,True
626,3,3,"0,1,3,4,5,6,7",2,"0,1,4,5,6,7",3,6,1,"0,1,4,5,6,7",0,0,0,True,True,False,04b098fcf7763a6530dbaf20d874936238fbe918d6dce0f97ca7b71b658d7a0e,78f7760cebec01753ef0e76a4a940dce586c22e59bffe57acbbe3e33e61a6708,2,True
626,3,4,"0,1,3,4,5,6,7",2,"0,1,3,5,6,7",4,6,1,"0,1,3,5,6,7",0,0,0,True,True,False,74c4f343ba29542dbe7e2a8b8ea3be2e760ba663b02497bd4919f8063949a10d,99f7c31bfc498de1d98e6b7c1a11fb1f55c08eb108d677407fca0221e8343a94,2,True
626,3,5,"0,1,3,4,5,6,7",2,"0,1,3,4,6,7",5,6,1,"0,1,3,4,6,7",0,0,0,True,True,False,401c15bb96ee31be9d1ab4369b42fd55e894e0a43f307ddb55ceca9b32a81e5c,0bb892575a7e8638e6198db7b910a842cd3e30e319f1a1befb5001063059a355,2,True
626,3,6,"0,1,3,4,5,6,7",2,"0,1,3,4,5,7",6,6,1,"0,1,3,4,5,7",0,0,0,True,True,False,ec71833c99407aec8f1c4e5d79dde9e0e15745c04a7d7507e541f091c95da1d8,32b7110689810cc8d1547dfb15b54eebbfe3b4c9360d575eec7ba60db1425047,2,True
626,3,7,"0,1,3,4,5,6,7",2,"0,1,3,4,5,6",7,6,1,"0,1,3,4,5,6",0,0,0,True,True,False,a2cec60669e2285ec0a1b023e397b8095b76c09338f47124444a1c2bbc8b85b6,7beb8dd8d81747965036095b37aec0069406ea3b4d3465bbc2a033a619498899,2,True
626,4,1,"0,1,2,4,5,6,7",3,"1,2,4,5,6,7",0,6,1,"1,2,4,5,6,7",0,0,0,True,True,False,6aca7086c727cb12c24ae030f41dae71849357d3d82745db8c0d760395539780,3e8751f0a77b873d69e19c4a641a4dcf3559dca4ec73cb11b350f2451cceab4c,2,True
626,4,2,"0,1,2,4,5,6,7",3,"0,2,4,5,6,7",1,6,1,"0,2,4,5,6,7",0,0,0,True,True,False,09888c962bd95cced3ff4321e780b27491e336a9c9a930dc0e189424f5b13fea,719a5cda7816363a1c944c2e9055a017488c53c4b3419409ce7095d0f7834a63,2,True
626,4,3,"0,1,2,4,5,6,7",3,"0,1,4,5,6,7",2,6,1,"0,1,4,5,6,7",0,0,0,True,True,False,04b098fcf7763a6530dbaf20d874936238fbe918d6dce0f97ca7b71b658d7a0e,379c1301db8191afd6c2c9e723b89010ad82f30ef3b5867edf34f0f5b212cce7,2,True
626,4,4,"0,1,2,4,5,6,7",3,"0,1,2,5,6,7",4,6,1,"0,1,2,5,6,7",0,0,0,True,True,False,60bc0870baba5a2ba29d14d68de9c3d4525af0894080f180b57a3bda4ddce537,e8fb7aafb373ed36ed1079f7e12d97477486f5eddbdb32b678ebbef3e5a25955,2,True
626,4,5,"0,1,2,4,5,6,7",3,"0,1,2,4,6,7",5,6,1,"0,1,2,4,6,7",0,0,0,True,True,False,a3a0135085602ba7bc03b9bed59c9ec70472a0b93807a271b3af449e27597b15,750498395f578102215ec620a8ea5084657652f163f2f9aeee839aaa5475bb6e,2,True
626,4,6,"0,1,2,4,5,6,7",3,"0,1,2,4,5,7",6,6,1,"0,1,2,4,5,7",0,0,0,True,True,False,6a71e78022118c329ed6ba4fcf5cd08d1196d3255b912e67300b7536d026658c,70d790908309cbe3d14cd593ed9a19f74509e9c0d38264762882ec8665487946,2,True
626,4,7,"0,1,2,4,5,6,7",3,"0,1,2,4,5,6",7,6,1,"0,1,2,4,5,6",0,0,0,True,True,False,5ccca180a79e6ef71863d3988506af1fd456483bc526c11526e02acd5618d5fa,acca3bf4e5d461e0449cae4128ac2c0ec3d9897de86e593baf3fc444cdef1865,2,True
626,5,1,"0,1,2,3,5,6,7",4,"1,2,3,5,6,7",0,6,1,"1,2,3,5,6,7",0,0,0,True,True,False,c7a8cf2c3a5a29b36ad3ebfd435924447ac373ccd3e3208252af5355dc5938f9,8d9901989a0ce089f8cbea8cbeac23544f71258a5ff2d5c7fe28f226ececfaf2,2,True
626,5,2,"0,1,2,3,5,6,7",4,"0,2,3,5,6,7",1,6,1,"0,2,3,5,6,7",0,0,0,True,True,False,b871bd4336bfe27ab886f9aa67ac61499368c2312b5673750f8a511016a06397,2503f4beaa23b8385ea89b8919400ed90b1817b055bedfe9daf1c4700d875d43,2,True
626,5,3,"0,1,2,3,5,6,7",4,"0,1,3,5,6,7",2,6,1,"0,1,3,5,6,7",0,0,0,True,True,False,74c4f343ba29542dbe7e2a8b8ea3be2e760ba663b02497bd4919f8063949a10d,5dbfc3e2033af7beac3e1bd8e92465e2d9b0575ec16269b56cb3dff8dfeec1b1,2,True
626,5,4,"0,1,2,3,5,6,7",4,"0,1,2,5,6,7",3,6,1,"0,1,2,5,6,7",0,0,0,True,True,False,60bc0870baba5a2ba29d14d68de9c3d4525af0894080f180b57a3bda4ddce537,a08c8259c1be9fea81157636df5e0ee649939069d62e5dcf0107bce76c235b41,2,True
626,5,5,"0,1,2,3,5,6,7",4,"0,1,2,3,6,7",5,6,1,"0,1,2,3,6,7",0,0,0,True,True,False,fbf86abc0ebd89659a1f370d9d1606f7ba5bd5daf7018109e713422fa3a6e0f7,d77afe6dede0a7c6940a2833c3ae42ce2f803faebc7acc0418262d276b3d5cdc,2,True
626,5,6,"0,1,2,3,5,6,7",4,"0,1,2,3,5,7",6,6,1,"0,1,2,3,5,7",0,0,0,True,True,False,9f82d73ba20386f2f8d660055c87e8240376197a70e6b1a7dd0097be462f9c9d,d3089dc9679485d406551be3d61dfb2cd4e79c0972bd0f99706c5a643a87343b,2,True
626,5,7,"0,1,2,3,5,6,7",4,"0,1,2,3,5,6",7,6,1,"0,1,2,3,5,6",0,0,0,True,True,False,cd05051201a24cc7d0cac57b801a6b6a34d16bda77dc2df465772a94be088247,cb98f43d5d8bd3bd2883e4fa054f9b7c9e9a0c00c06a1c03f5af29eb925a332c,2,True
626,6,1,"0,1,2,3,4,6,7",5,"1,2,3,4,6,7",0,6,1,"1,2,3,4,6,7",0,0,0,True,True,False,4f95ce9554fc1e5e1e4b0df1c4113a22d71d4e8f5d39d49f2c384165e19eda84,c98454d6178f52f1049c8ad97a7e05a68339ff31e1895a3184587c6e842692db,2,True
626,6,2,"0,1,2,3,4,6,7",5,"0,2,3,4,6,7",1,6,1,"0,2,3,4,6,7",0,0,0,True,True,False,f6d037e8131d0cdec0488b7fa1f4e705440ba0efe5c1d9a3b75bcb0ffe2b4150,2b8d6a5a760dc268825cd5121e05f61e5e5c0cb86eb40f7785c47e0da95e2473,2,True
626,6,3,"0,1,2,3,4,6,7",5,"0,1,3,4,6,7",2,6,1,"0,1,3,4,6,7",0,0,0,True,True,False,401c15bb96ee31be9d1ab4369b42fd55e894e0a43f307ddb55ceca9b32a81e5c,73ef822bbabc096873dbda4c6b6f8e6813f0c062ab4ee9e4195cb4efc0b0bc65,2,True
626,6,4,"0,1,2,3,4,6,7",5,"0,1,2,4,6,7",3,6,1,"0,1,2,4,6,7",0,0,0,True,True,False,a3a0135085602ba7bc03b9bed59c9ec70472a0b93807a271b3af449e27597b15,8c9a1e2ef41e5458a7a14a25f7a9c9dcf890aab14a358104b13a445243a9a360,2,True
626,6,5,"0,1,2,3,4,6,7",5,"0,1,2,3,6,7",4,6,1,"0,1,2,3,6,7",0,0,0,True,True,False,fbf86abc0ebd89659a1f370d9d1606f7ba5bd5daf7018109e713422fa3a6e0f7,55f8a1ba7d82cb3e80ec2d618c3db6ff93a1fb69bca5b5942f582e7bee6fda68,2,True
626,6,6,"0,1,2,3,4,6,7",5,"0,1,2,3,4,7",6,6,1,"0,1,2,3,4,7",0,0,0,True,True,False,2330c3fb06f85edba7ee3b983818d4382643765f54870c280000c83943fbb2d2,4a38e4efc7760d01663a6abd8fdb671a483a2506c69acfed2ab33f1ae7bb5500,2,True
626,6,7,"0,1,2,3,4,6,7",5,"0,1,2,3,4,6",7,6,1,"0,1,2,3,4,6",0,0,0,True,True,False,aefa87f481c323c93fddc10bb4edada27344e2a720544964e187ea4dbf10f697,4bd04485ec95e2c8f27c9f5765180f2fb191e3c5bdaa29a12a91e139b98a5d91,2,True
626,7,1,"0,1,2,3,4,5,7",6,"1,2,3,4,5,7",0,6,1,"1,2,3,4,5,7",0,0,0,True,True,False,108887eec05bdb0aab91095b34fd668b82eefcec6ac82788e60732d550396090,4fb31b3eb0ef5b03ac90d5380be27c2065c0694321c40679d59e16725264b44f,2,True
626,7,2,"0,1,2,3,4,5,7",6,"0,2,3,4,5,7",1,6,1,"0,2,3,4,5,7",0,0,0,True,True,False,3c0825b8641f564b6b993e496063b073af360a6f1202170e655028d66f6ad094,295b9093f9607e8273e8a6b73255ebcf0c253a91b9a790bd5b79f4847bc12493,2,True
626,7,3,"0,1,2,3,4,5,7",6,"0,1,3,4,5,7",2,6,1,"0,1,3,4,5,7",0,0,0,True,True,False,ec71833c99407aec8f1c4e5d79dde9e0e15745c04a7d7507e541f091c95da1d8,cf7c62e810c392b4003a91e73dc9eaf450f9bd25bfc8e176bc9286e8f5a648d0,2,True
626,7,4,"0,1,2,3,4,5,7",6,"0,1,2,4,5,7",3,6,1,"0,1,2,4,5,7",0,0,0,True,True,False,6a71e78022118c329ed6ba4fcf5cd08d1196d3255b912e67300b7536d026658c,de490715e441b981f9d53b604ab15397d3cb2d39d189a446b349782354bc2868,2,True
626,7,5,"0,1,2,3,4,5,7",6,"0,1,2,3,5,7",4,6,1,"0,1,2,3,5,7",0,0,0,True,True,False,9f82d73ba20386f2f8d660055c87e8240376197a70e6b1a7dd0097be462f9c9d,257517856bb2be610cd804d18c2af9f25932545318ee65e3ad5d042593bd8ac4,2,True
626,7,6,"0,1,2,3,4,5,7",6,"0,1,2,3,4,7",5,6,1,"0,1,2,3,4,7",0,0,0,True,True,False,2330c3fb06f85edba7ee3b983818d4382643765f54870c280000c83943fbb2d2,2cd47862ac129467151fd91bcf8bb23908828299d89f981183b90e28db3279f7,2,True
626,7,7,"0,1,2,3,4,5,7",6,"0,1,2,3,4,5",7,6,1,"0,1,2,3,4,5",0,0,0,True,True,False,fb8cd1192e8b9d5c2c1aa85657556ed1d703428fd0293b75848549d3bcfdd399,4f2ed94ab16cbfcf0fd854ee16265cfcf97071e24ecc94d69b4368b5df25ec10,2,True
626,8,1,"0,1,2,3,4,5,6",7,"1,2,3,4,5,6",0,6,1,"1,2,3,4,5,6",0,0,0,True,True,False,cadf380b95ad981652a9dae62ac2d550b68593800bf11e532135cd4dc44a482f,7c0b5f1644b0eabb0e580dfbb20e74c46e72b7bcfc0ad257750a02fdb0bb0e78,2,True
626,8,2,"0,1,2,3,4,5,6",7,"0,2,3,4,5,6",1,6,1,"0,2,3,4,5,6",0,0,0,True,True,False,2cad4b9d93e9be4da23434ac31115b1eb79cfa62138d9cf8b718f15b53c449bb,0af42f5bbd097b0aa6ff63528ab9fd5dde451f85e2edd22cf597a80c7d9d4899,2,True
626,8,3,"0,1,2,3,4,5,6",7,"0,1,3,4,5,6",2,6,1,"0,1,3,4,5,6",0,0,0,True,True,False,a2cec60669e2285ec0a1b023e397b8095b76c09338f47124444a1c2bbc8b85b6,19bdb4b0baaac221e45ed142becfd0a13e1fa986169fe54340c791b70949c2d9,2,True
626,8,4,"0,1,2,3,4,5,6",7,"0,1,2,4,5,6",3,6,1,"0,1,2,4,5,6",0,0,0,True,True,False,5ccca180a79e6ef71863d3988506af1fd456483bc526c11526e02acd5618d5fa,1762d5d866e2aa6c98719c45ea4bf5f1f6aa23bc0a6ed33ca09f8ef26fe04508,2,True
626,8,5,"0,1,2,3,4,5,6",7,"0,1,2,3,5,6",4,6,1,"0,1,2,3,5,6",0,0,0,True,True,False,cd05051201a24cc7d0cac57b801a6b6a34d16bda77dc2df465772a94be088247,a851494010f1eecfc100ca9ad8d5886e3eefa26d6a394de560c32e995141d86c,2,True
626,8,6,"0,1,2,3,4,5,6",7,"0,1,2,3,4,6",5,6,1,"0,1,2,3,4,6",0,0,0,True,True,False,aefa87f481c323c93fddc10bb4edada27344e2a720544964e187ea4dbf10f697,d702d3695f32fd101172d6230bab50b0afc667486fb1b1999b8c82923e22ad1f,2,True
626,8,7,"0,1,2,3,4,5,6",7,"0,1,2,3,4,5",6,6,1,"0,1,2,3,4,5",0,0,0,True,True,False,fb8cd1192e8b9d5c2c1aa85657556ed1d703428fd0293b75848549d3bcfdd399,ee76809406efd34c21f479fd8d1cf2462bb5573f95c0224c8c6939690fabd049,2,True
628,1,1,"1,2,3,4,5,6,7",0,"2,3,4,5,6,7",1,6,1,"2,3,4,5,6,7",0,0,0,True,True,False,3633b81424bd518faa03db33a3a95363922e7fe5f1dbecba282a9b1af7d0fe23,a9cc9fe3fc27bbe393bdf150455aef706117ff6d7bde54102341cd9ee03cf3de,2,True
628,1,2,"1,2,3,4,5,6,7",0,"1,3,4,5,6,7",2,6,1,"1,3,4,5,6,7",0,0,0,True,True,False,4a44ef1cda18e04c4a4ea23b49ecc524c0d9324505bc5fb04997036e85297c3b,669919bab1f52294192e6aa96cab02814dc1db50017cd594c96e7e52b824b8ae,2,True
628,1,3,"1,2,3,4,5,6,7",0,"1,2,4,5,6,7",3,6,1,"1,2,4,5,6,7",0,0,0,True,True,False,46eae96f60850f3750cb0e06d561d0be199d191439b93d6ed285970383d6ea80,569e7ea63e08790563ac38601562ea0c95ee1950ecbeeb725b95f8fdbc622411,2,True
628,1,4,"1,2,3,4,5,6,7",0,"1,2,3,5,6,7",4,6,1,"1,2,3,5,6,7",0,0,0,True,True,False,b2069f3e9b713c89744c056d05633bc100af516aef586c4e19ed4be5d8568282,18e110753b65f83a437f18f3b0a842d5fc0021bbb1ca7853b2ebdf6ece4d367c,2,True
628,1,5,"1,2,3,4,5,6,7",0,"1,2,3,4,6,7",5,6,1,"1,2,3,4,6,7",0,0,0,True,True,False,baef302b19a7419a43882d8fd269c2e943a853eef5846dd3b9c6a04f2d972dde,63b7b23c479773ecbd8c015fdd1bcf9ba0dad9b30c3507f8b7f521e41c428b24,2,True
628,1,6,"1,2,3,4,5,6,7",0,"1,2,3,4,5,7",6,6,1,"1,2,3,4,5,7",0,0,0,True,True,False,df37e8ae935a3766d5bdaf8b9fc46a5f808bf506ea27887b09151a5f231ecbb9,98a36dd911609dd5dbfe0cb96a32f8edbf8f8eed3c584f4d415ffbc0f96e6ed4,2,True
628,1,7,"1,2,3,4,5,6,7",0,"1,2,3,4,5,6",7,6,1,"1,2,3,4,5,6",0,0,0,True,True,False,9dc8dc113077cdc0821c4bad602d40fdfe567cdc80a8452a3252193c0a3e093c,a39c534c7976febfd53d90f829eed0e903326c80743b38e07f5f4704baece753,2,True
628,2,1,"0,2,3,4,5,6,7",1,"2,3,4,5,6,7",0,6,1,"2,3,4,5,6,7",0,0,0,True,True,False,3633b81424bd518faa03db33a3a95363922e7fe5f1dbecba282a9b1af7d0fe23,2f848ef5c4e1b870c4eea41594d60aed6072870ca1783bb3c3329ad3e5a29f08,2,True
628,2,2,"0,2,3,4,5,6,7",1,"0,3,4,5,6,7",2,6,1,"0,3,4,5,6,7",0,0,0,True,True,False,812dc9bf015022b0de77f0134f800848f9fbc32976b50d731824c468b344f5e7,fd53572fbb4943f996669ee0ef89b87aa7ba09a9c99c8505bc5a3e84a9800f60,2,True
628,2,3,"0,2,3,4,5,6,7",1,"0,2,4,5,6,7",3,6,1,"0,2,4,5,6,7",0,0,0,True,True,False,0fb813a46e2646c2e05835c9401d5bbc2e16e54260ec2366d389ab340ea451a9,b46c090f1b2434d0198f9875e5c4701cfced40e0c9017fab574cdd2388758384,2,True
628,2,4,"0,2,3,4,5,6,7",1,"0,2,3,5,6,7",4,6,1,"0,2,3,5,6,7",0,0,0,True,True,False,553f97fd1520d3773ba2e0f03bf9722f62c7fc3ece95be399221bad16b832fe6,1de3cb3e9ad4a916e273a5fddd98ff65cd4e92ff158c116a4300c50e900defdd,2,True
628,2,5,"0,2,3,4,5,6,7",1,"0,2,3,4,6,7",5,6,1,"0,2,3,4,6,7",0,0,0,True,True,False,d0f621d2776e6c82f721790f0dd0059023e8fee003d5ad7789431b0e41f38d45,a189f9d8af92c51622047fb58beadbbfaa377812b730635f13b5a1d593120212,2,True
628,2,6,"0,2,3,4,5,6,7",1,"0,2,3,4,5,7",6,6,1,"0,2,3,4,5,7",0,0,0,True,True,False,f819122bba692f01c8ef8ce36955fa0d057dfcecd79d64fbba908887036055fe,2867fc2087a001393001fca635928a6dbdabd1f787a7b1cb2a4240a625bcced5,2,True
628,2,7,"0,2,3,4,5,6,7",1,"0,2,3,4,5,6",7,6,1,"0,2,3,4,5,6",0,0,0,True,True,False,19be96239f750895edf6dc681cf3612214d60bc7b6d41c69c87039c198558c82,9a67f9ad9d1fec19124e35a211bfce56b27c05082863c9a1d9966689e9ef8f06,2,True
628,3,1,"0,1,3,4,5,6,7",2,"1,3,4,5,6,7",0,6,1,"1,3,4,5,6,7",0,0,0,True,True,False,4a44ef1cda18e04c4a4ea23b49ecc524c0d9324505bc5fb04997036e85297c3b,03b21f35322ebf2069f2f2ed1b83b663f8c744735178c71eae6b5ccdfae2f2f8,2,True
628,3,2,"0,1,3,4,5,6,7",2,"0,3,4,5,6,7",1,6,1,"0,3,4,5,6,7",0,0,0,True,True,False,812dc9bf015022b0de77f0134f800848f9fbc32976b50d731824c468b344f5e7,eee2d1f73f25e3a79ece7ae37fcd967c7cdcac2b208292210aba25867491f659,2,True
628,3,3,"0,1,3,4,5,6,7",2,"0,1,4,5,6,7",3,6,1,"0,1,4,5,6,7",0,0,0,True,True,False,a8ab0b5c4b81cbe6a07c8c3f30efe7d4d998a40a0cb9f9f23da323f03412652a,d8ec1a17a929d6e33e50490e76b6e77ec9b2ef9ece35f99b640e4075bfc29ca1,2,True
628,3,4,"0,1,3,4,5,6,7",2,"0,1,3,5,6,7",4,6,1,"0,1,3,5,6,7",0,0,0,True,True,False,f54f2d17e4e94a78954a156cfd41c868cc8af0dde5c02b89c82ef2cb7357b115,15f0fcce5907f4475ee153e9bec3318e5c1e7aa8c522d17204cb94dcfabf5512,2,True
628,3,5,"0,1,3,4,5,6,7",2,"0,1,3,4,6,7",5,6,1,"0,1,3,4,6,7",0,0,0,True,True,False,3e9a06b7832023e2975f61a2a4dee5acd9c383ad0c34f7f48b2b1448e38daab2,e6cf1b969a54d546075f002867804df3c494ed33082fc760e60389b889a91545,2,True
628,3,6,"0,1,3,4,5,6,7",2,"0,1,3,4,5,7",6,6,1,"0,1,3,4,5,7",0,0,0,True,True,False,599d03c7096d6b0a05b570bccb4791f5e7e8a470a96741d6c8c7f5595215e951,e7618bcaeca975dc2b6eb2fa7ee23ecc08cd79c5aff2275488141a124477a7ba,2,True
628,3,7,"0,1,3,4,5,6,7",2,"0,1,3,4,5,6",7,6,1,"0,1,3,4,5,6",0,0,0,True,True,False,27cb4b6e361994dcd9cc885030d27474388cf9559e40d5abf8269be2b6282120,c4f569f3d5afd95692e3f452822a65480c0d952082fb8b6bc05a7e12035f74be,2,True
628,4,1,"0,1,2,4,5,6,7",3,"1,2,4,5,6,7",0,6,1,"1,2,4,5,6,7",0,0,0,True,True,False,46eae96f60850f3750cb0e06d561d0be199d191439b93d6ed285970383d6ea80,1d36a34e535f8a2926bf9a0cdba7c9ee07472992c76545ffdc63cd3e3eec3fb0,2,True
628,4,2,"0,1,2,4,5,6,7",3,"0,2,4,5,6,7",1,6,1,"0,2,4,5,6,7",0,0,0,True,True,False,0fb813a46e2646c2e05835c9401d5bbc2e16e54260ec2366d389ab340ea451a9,2bbd70cf08da266e470ab9ee53256b462e6e22a7f535ab9f1b4a560c21a1d935,2,True
628,4,3,"0,1,2,4,5,6,7",3,"0,1,4,5,6,7",2,6,1,"0,1,4,5,6,7",0,0,0,True,True,False,a8ab0b5c4b81cbe6a07c8c3f30efe7d4d998a40a0cb9f9f23da323f03412652a,4a8ccfc2738df67d179c0865751157b29cf36739f4fc903f6651c164d7aad220,2,True
628,4,4,"0,1,2,4,5,6,7",3,"0,1,2,5,6,7",4,6,1,"0,1,2,5,6,7",0,0,0,True,True,False,1d1a6aca0e56621b7df50f05af17770743b48a3b73698d2e4dc296fceda28c8d,8b296eac6b9e607a8ce2bb2ac5dfe89b350263bd260d922e9e06bd1c4668215d,2,True
628,4,5,"0,1,2,4,5,6,7",3,"0,1,2,4,6,7",5,6,1,"0,1,2,4,6,7",0,0,0,True,True,False,c0f9579ae937b61db1ca78f8e0823f8e501ae65a9bb41587564ff02561b310e2,a841a33cd6178d2f51ad96c827456cfbf973bfd27975172129ef1d848478acc2,2,True
628,4,6,"0,1,2,4,5,6,7",3,"0,1,2,4,5,7",6,6,1,"0,1,2,4,5,7",0,0,0,True,True,False,3ca0d969f8b56240fe3121e08f256460be6fca9e92b21384aa5399c25c56d180,735e2df790a4755f1ed8a70cdd56ab2e56ca21c124ccbc7db44dc20f73d91d1a,2,True
628,4,7,"0,1,2,4,5,6,7",3,"0,1,2,4,5,6",7,6,1,"0,1,2,4,5,6",0,0,0,True,True,False,53faf113855e0e3962ca9fdd73a93478f86ac8de056af62fb45f9dfdca8be335,06f07e863785428d35942588c02cda23549bda1ab50205f5a3d57a6c1c86dfcf,2,True
628,5,1,"0,1,2,3,5,6,7",4,"1,2,3,5,6,7",0,6,1,"1,2,3,5,6,7",0,0,0,True,True,False,b2069f3e9b713c89744c056d05633bc100af516aef586c4e19ed4be5d8568282,9ff7b42f0af7a0c8b1415c489dfb4db68c5793df7d4b35d36b88787c9ba97b30,2,True
628,5,2,"0,1,2,3,5,6,7",4,"0,2,3,5,6,7",1,6,1,"0,2,3,5,6,7",0,0,0,True,True,False,553f97fd1520d3773ba2e0f03bf9722f62c7fc3ece95be399221bad16b832fe6,4527708f181bd4a738fe967ca7532a44bc60162efba7471c8978b13347887d04,2,True
